price,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
10500,ford, Grand C-MAX,2017,Manual,38967,Petrol,30,54.3,1
67109,merc, S Class,2019,Semi-Auto,1000,Diesel,145,52.3,3
83995,audi, Q8,2019,Semi-Auto,5978,Diesel,150,30.7,4
14400,merc, CLA Class,2013,Automatic,66000,Diesel,30,62.8,2.1
13495,vauxhall, Combo Life,2019,Manual,4,Petrol,145,42.2,1.2
19500,toyota, Prius,2016,Automatic,10000,Hybrid,0,85.6,1.8
5975,toyota, Land Cruiser,2004,Automatic,160000,Diesel,325,31.4,3
9500,hyundi, IX20,2016,Automatic,4210,Petrol,165,43.5,1.6
28500,ford, Galaxy,2019,Semi-Auto,3802,Diesel,145,54.3,2
32500,ford, Edge,2019,Semi-Auto,1521,Diesel,145,37.2,2
12650,skoda, Yeti,2017,Automatic,12000,Petrol,145,51.4,1.2
19723,toyota, Prius,2015,Automatic,22447,Hybrid,0,68.9,1.8
29999,ford, Edge,2019,Semi-Auto,7999,Diesel,145,37.2,2
16990,skoda, Scala,2019,Semi-Auto,430,Petrol,145,47.1,1
10200,ford, Grand C-MAX,2017,Manual,32058,Diesel,30,64.2,1.5
15995,hyundi, Santa Fe,2016,Manual,32696,Diesel,200,46.3,2.2
18700,vw, Arteon,2017,Semi-Auto,30874,Petrol,145,47.1,2
17500,toyota, Prius,2016,Automatic,31182,Hybrid,0,85.6,1.8
7985,ford, Galaxy,2012,Manual,64237,Petrol,235,39.2,1.6
35995,vw, Amarok,2019,Automatic,5466,Diesel,265,33.6,3
19990,ford, Puma,2019,Manual,3068,Petrol,145,50.4,1
28490,hyundi, Santa Fe,2018,Semi-Auto,10500,Diesel,145,39.8,2.2
23950,vw, Arteon,2019,Manual,100,Diesel,145,52.3,2
9990,hyundi, IX20,2015,Automatic,21900,Petrol,165,43.5,1.6
20999,hyundi, Santa Fe,2017,Semi-Auto,16686,Diesel,235,42.8,2.2
12751,vw, Beetle,2014,Manual,30323,Diesel,150,55.4,2
13495,toyota, Verso,2017,Automatic,24972,Petrol,200,42.8,1.8
18299,skoda, Kamiq,2020,Manual,2500,Petrol,145,47.9,1
14698,vw, Scirocco,2016,Manual,32001,Diesel,20,55.4,2
9398,hyundi, IX35,2015,Manual,47049,Diesel,160,51.4,2
19480,skoda, Scala,2020,Automatic,100,Petrol,145,44.8,1.5
16500,bmw, i3,2016,Automatic,35446,Hybrid,0,470.8,0
36450,toyota, Land Cruiser,2017,Semi-Auto,34580,Diesel,305,38.2,2.8
9950,toyota, Verso,2016,Manual,44098,Diesel,30,62.8,1.6
19995,ford, Galaxy,2017,Manual,20999,Diesel,125,56.5,2
42999,vw, Caravelle,2019,Semi-Auto,5434,Diesel,145,33.6,2
9891,hyundi, IX35,2015,Manual,33910,Petrol,200,41.5,1.6
47995,audi, R8,2013,Manual,19834,Petrol,570,19.6,4.2
41499,toyota, Land Cruiser,2018,Automatic,15191,Diesel,150,38.2,2.8
57991,vw, California,2019,Automatic,6739,Diesel,260,33.2,2
4990,merc, SLK,2004,Manual,51566,Petrol,325,30.7,2
13200,ford, Grand Tourneo Connect,2017,Manual,39494,Diesel,30,64.2,1.5
6580,vauxhall, Antara,2014,Semi-Auto,62308,Diesel,330,33.2,2.2
12995,vauxhall, Vivaro,2016,Manual,29652,Diesel,160,50.4,1.6
20491,ford, Puma,2020,Manual,4998,Petrol,145,50.4,1
49950,audi, RS4,2018,Automatic,23996,Petrol,145,32.1,2.9
27700,ford, Galaxy,2019,Semi-Auto,9513,Diesel,145,46.3,2
56000,merc, S Class,2018,Semi-Auto,2286,Petrol,145,40.9,3
15499,vw, Scirocco,2016,Semi-Auto,13200,Diesel,30,62.8,2
22099,ford, Edge,2017,Semi-Auto,15349,Diesel,200,47.9,2
18545,skoda, Scala,2020,Semi-Auto,100,Petrol,145,45.6,1.5
18490,toyota, GT86,2018,Manual,31231,Petrol,150,36.2,2
37495,merc, X-CLASS,2018,Automatic,7820,Diesel,260,31.4,3
34269,bmw, M3,2015,Semi-Auto,37249,Petrol,300,34,3
5990,ford, KA,2016,Manual,17081,Petrol,30,57.7,1.2
11176,ford, Grand C-MAX,2018,Manual,32038,Diesel,145,64.2,1.5
29998,merc, CLA Class,2020,Automatic,1000,Petrol,145,44.8,1.3
20699,merc, CLS Class,2016,Semi-Auto,23629,Diesel,145,56.5,2.1
4290,ford, KA,2012,Manual,47000,Petrol,30,57.7,1.2
24500,audi, A7,2017,Semi-Auto,38519,Diesel,145,52.3,3
26500,bmw, 6 Series,2017,Automatic,31328,Diesel,145,51.4,3
7985,vw, Jetta,2014,Manual,1,Diesel,20,67.3,1.6
4775,ford, KA,2015,Manual,43544,Petrol,30,57.7,1.2
17150,skoda, Kamiq,2019,Manual,1000,Petrol,145,47.9,1
29950,merc, V Class,2017,Automatic,33000,Diesel,145,44.6,2.1
11390,ford, Grand C-MAX,2016,Automatic,27571,Diesel,30,58.9,1.5
8773,ford, Galaxy,2012,Manual,39653,Petrol,235,39.2,1.6
16000,skoda, Scala,2019,Automatic,2356,Petrol,145,45.6,1.5
47480,bmw, X4,2019,Automatic,123,Petrol,145,26.9,3
8690,hyundi, IX20,2017,Manual,30458,Petrol,150,50.4,1.4
23980,merc, CLS Class,2017,Semi-Auto,26747,Diesel,145,51.4,3
22995,vw, Caravelle,2011,Automatic,45000,Diesel,325,34.4,2
15490,vw, CC,2017,Semi-Auto,17955,Diesel,125,58.9,2
15750,merc, GL Class,2016,Automatic,54761,Diesel,125,56.6,2.1
18500,skoda, Scala,2019,Semi-Auto,3500,Petrol,145,45.6,1.5
43500,bmw, X4,2019,Automatic,2380,Petrol,145,26.9,3
4990,merc, SLK,2004,Automatic,62744,Petrol,325,30.7,2
26990,merc, S Class,2010,Automatic,38000,Petrol,570,19.5,6.2
17995,hyundi, Santa Fe,2017,Manual,30956,Diesel,200,47.1,2.2
23998,toyota, Prius,2019,Automatic,722,Hybrid,140,64.2,1.8
22950,ford, Galaxy,2019,Manual,2000,Diesel,145,55.4,2
14998,vauxhall, Combo Life,2019,Manual,8001,Diesel,150,53.3,1.5
26998,vw, Arteon,2019,Semi-Auto,25,Diesel,145,50.4,2
8690,vw, Beetle,2016,Manual,65318,Diesel,20,65.7,2
3895,ford, KA,2013,Manual,35708,Petrol,30,57.7,1.2
29995,audi, S4,2018,Automatic,29000,Petrol,150,35.8,3
22250,merc, S Class,2015,Automatic,76000,Diesel,200,48.7,3
1695,merc, S Class,2001,Automatic,108800,Diesel,325,31.7,3.2
22670,bmw, X4,2017,Automatic,41543,Diesel,150,54.3,2
13798,vauxhall, Combo Life,2019,Manual,10048,Diesel,145,53.3,1.5
39263,bmw, X4,2019,Semi-Auto,6170,Diesel,145,40.9,3
38500,audi, A8,2018,Automatic,4284,Petrol,145,37.7,3
29730,vw, Shuttle,2019,Semi-Auto,8605,Diesel,150,32.8,2
67990,audi, Q8,2019,Automatic,1000,Diesel,145,32.8,3
17480,merc, SLK,2016,Semi-Auto,29726,Diesel,30,70.6,2
19999,vw, Caddy Maxi Life,2019,Semi-Auto,3818,Diesel,145,46.3,2
16000,hyundi, I40,2019,Manual,30,Diesel,145,54.3,1.6
42450,bmw, X4,2019,Semi-Auto,10910,Diesel,150,42.8,2
20950,audi, S3,2016,Semi-Auto,42000,Petrol,160,43.5,2
14995,skoda, Scala,2019,Manual,2900,Petrol,145,49.6,1
9995,hyundi, IX20,2016,Automatic,3000,Petrol,160,43.5,1.6
9690,hyundi, IX20,2017,Automatic,27185,Petrol,160,43.5,1.6
5399,ford, KA,2014,Manual,24962,Petrol,30,57.7,1.2
26995,ford, Edge,2018,Automatic,8633,Diesel,145,47.9,2
8199,hyundi, IX35,2013,Manual,26454,Diesel,145,48.7,1.7
38950,audi, SQ5,2017,Automatic,24575,Petrol,145,34,3
17495,skoda, Kamiq,2020,Manual,1000,Petrol,145,49.6,1
42900,vw, Caravelle,2019,Semi-Auto,2544,Diesel,145,32.8,2
27989,vw, Tiguan Allspace,2019,Automatic,4635,Diesel,145,38.7,2
19498,merc, V Class,2018,Manual,26276,Diesel,145,46.3,2.1
7627,vauxhall, GTC,2015,Manual,49523,Diesel,125,60.1,2
24500,ford, Grand Tourneo Connect,2017,Manual,9000,Diesel,145,64.2,1.5
14980,vw, Beetle,2016,Manual,14382,Petrol,165,43.5,2
7000,vauxhall, Antara,2015,Manual,65000,Diesel,240,44.1,2.2
1995,hyundi, Getz,2007,Manual,57000,Petrol,125,51.4,1.1
21333,ford, Edge,2017,Manual,9975,Diesel,145,48.7,2
32000,ford, Edge,2018,Automatic,11007,Diesel,145,37.2,2
16999,ford, Edge,2017,Manual,65853,Diesel,160,48.7,2
5490,hyundi, IX35,2011,Manual,75617,Diesel,145,48.7,1.7
12990,vw, Scirocco,2016,Manual,35692,Diesel,20,55.4,2
23500,vw, Amarok,2018,Automatic,35000,Diesel,260,36.2,3
18999,ford, Edge,2017,Manual,22017,Diesel,160,48.7,2
16000,hyundi, I40,2019,Manual,30,Diesel,145,54.3,1.6
18498,toyota, Hilux,2018,Manual,26411,Diesel,265,40.4,2.4
26950,vw, Tiguan Allspace,2020,Manual,752,Diesel,145,46.3,2
38500,vw, Caravelle,2019,Automatic,9200,Diesel,150,32.8,2
42999,merc, CLS Class,2019,Semi-Auto,7038,Diesel,145,47.9,2.9
13798,vauxhall, Combo Life,2019,Manual,9726,Diesel,145,53.3,1.5
14990,vw, Scirocco,2015,Manual,50000,Petrol,300,34.9,2
24990,vw, Arteon,2019,Semi-Auto,5807,Diesel,145,44.1,2
20200,audi, A7,2016,Automatic,40674,Diesel,125,61.4,3
38500,merc, CLS Class,2019,Semi-Auto,3354,Diesel,145,48.7,2.9
20750,merc, V Class,2019,Automatic,18603,Diesel,145,48.7,2.1
16199,hyundi, I800,2019,Manual,21457,Diesel,145,31.7,2.5
6990,skoda, Yeti,2014,Manual,72500,Diesel,150,55.4,2
7790,skoda, Rapid,2016,Semi-Auto,49000,Petrol,30,58.9,1.4
2999,ford, KA,2010,Manual,38000,Petrol,30,55.4,1.2
7340,merc, GL Class,2007,Automatic,104000,Diesel,570,28.8,3
46000,bmw, M4,2019,Semi-Auto,1921,Petrol,145,32.5,3
21750,skoda, Kamiq,2020,Semi-Auto,2500,Petrol,145,43.5,1.5
14086,audi, A7,2014,Automatic,61140,Diesel,200,47.9,3
16500,vw, Amarok,2016,Automatic,41978,Diesel,260,35.3,2
3995,ford, Galaxy,2008,Manual,174000,Diesel,220,44.8,1.8
20000,toyota, Prius,2016,Automatic,37000,Hybrid,0,85.6,1.8
26990,toyota, Camry,2019,Automatic,3000,Hybrid,135,52.3,2.5
17979,ford, Galaxy,2018,Manual,34350,Diesel,145,56.5,2
21950,bmw, X4,2016,Semi-Auto,50944,Diesel,205,47.9,3
12991,vw, Scirocco,2015,Manual,25751,Petrol,125,52.3,1.4
19995,vauxhall, Combo Life,2019,Manual,2048,Diesel,145,53.3,1.5
24622,bmw, 6 Series,2017,Automatic,26000,Diesel,145,49.6,3
20000,ford, Tourneo Custom,2018,Manual,14292,Diesel,145,32.5,2
76990,bmw, M4,2016,Automatic,4550,Petrol,300,33.2,3
13800,vw, Scirocco,2016,Automatic,28902,Diesel,125,53.3,2
38990,audi, A8,2018,Automatic,2490,Petrol,145,37.7,3
8690,hyundi, IX20,2017,Manual,9760,Diesel,150,64.2,1.6
6999,vauxhall, Antara,2013,Manual,53469,Diesel,240,44.1,2.2
4500,ford, KA,2012,Manual,57500,Petrol,30,57.7,1.2
19995,ford, Tourneo Custom,2018,Manual,2500,Diesel,145,32.5,2
40532,merc, CLS Class,2019,Semi-Auto,5053,Diesel,145,48.7,2.9
33991,merc, X-CLASS,2018,Automatic,11366,Diesel,265,31.4,3
11995,merc, CLS Class,2011,Automatic,88559,Diesel,200,46.3,3
15393,vauxhall, Combo Life,2019,Manual,8707,Diesel,145,53.3,1.5
10895,skoda, Rapid,2018,Manual,15258,Petrol,145,61.4,1
11498,toyota, Verso,2017,Manual,31756,Diesel,145,62.8,1.6
32990,ford, Mustang,2017,Automatic,12000,Petrol,145,20.8,5
14840,audi, A7,2014,Automatic,69743,Diesel,200,47.9,3
3495,merc, CLK,2003,Automatic,185000,Petrol,330,17.8,4.3
45990,vw, Caravelle,2020,Semi-Auto,1500,Diesel,150,33.6,2
19500,hyundi, Santa Fe,2017,Manual,26306,Diesel,205,47.1,2.2
15000,vw, Scirocco,2016,Manual,32628,Diesel,20,55.4,2
7777,hyundi, IX35,2014,Manual,59247,Diesel,145,53.3,1.7
23999,skoda, Kamiq,2019,Semi-Auto,1000,Petrol,145,43.5,1.5
19303,ford, Edge,2017,Semi-Auto,43745,Diesel,200,47.9,2
32489,hyundi, Santa Fe,2019,Automatic,20,Diesel,145,39.8,2.2
61795,audi, Q8,2020,Semi-Auto,1500,Diesel,145,32.8,3
21469,vw, Arteon,2017,Automatic,32387,Petrol,150,38.7,2
58900,bmw, X6,2019,Automatic,15,Diesel,145,34.9,3
20390,skoda, Kamiq,2019,Semi-Auto,10,Petrol,145,44.1,1.5
20499,ford, Edge,2017,Manual,24151,Diesel,145,48.7,2
29350,audi, RS3,2016,Semi-Auto,26930,Petrol,300,34.9,2.5
31680,hyundi, Santa Fe,2019,Semi-Auto,2251,Diesel,145,40.9,2.2
34490,bmw, 6 Series,2020,Semi-Auto,5,Petrol,145,42.8,2
16990,skoda, Scala,2019,Semi-Auto,6000,Petrol,145,45.6,1.5
53995,bmw, M4,2019,Semi-Auto,3452,Petrol,150,34,3
10399,toyota, Avensis,2015,Manual,11653,Diesel,30,62.8,2
40990,merc, X-CLASS,2019,Automatic,22000,Diesel,260,31.4,3
5990,vauxhall, Agila,2013,Automatic,31090,Petrol,145,49.6,1.2
48750,merc, S Class,2019,Automatic,2772,Diesel,145,52.3,3
60849,merc, S Class,2019,Semi-Auto,6675,Diesel,145,48.7,3
30000,merc, S Class,2016,Automatic,27000,Diesel,160,50.4,3
12999,audi, A7,2011,Automatic,64675,Diesel,145,55.4,3
61990,audi, Q8,2019,Automatic,6000,Diesel,145,32.8,3
21498,merc, CLS Class,2016,Semi-Auto,35474,Diesel,165,51.4,3
32950,merc, CLS Class,2018,Automatic,3942,Diesel,145,48.7,2.9
7495,hyundi, IX20,2015,Manual,29000,Petrol,125,50.4,1.4
9795,hyundi, IX20,2017,Manual,12704,Petrol,145,50.4,1.4
20890,vauxhall, Combo Life,2019,Manual,6000,Diesel,145,53.3,1.5
8999,vauxhall, Zafira Tourer,2016,Manual,51300,Petrol,205,42.2,1.4
9480,vauxhall, GTC,2016,Manual,26397,Petrol,165,47.1,1.4
24310,bmw, M5,2015,Semi-Auto,42932,Petrol,555,28.5,4.4
25990,audi, A7,2015,Semi-Auto,13815,Petrol,260,37.2,3
19300,bmw, i3,2017,Automatic,32867,Other,0,470.8,0.6
10000,skoda, Yeti,2015,Manual,38900,Diesel,200,48.7,2
20995,toyota, Prius,2017,Automatic,3440,Hybrid,135,94.1,1.8
5500,toyota, IQ,2011,Automatic,30000,Petrol,20,58.9,1
28990,bmw, 6 Series,2018,Semi-Auto,10250,Diesel,145,49.6,3
28980,merc, S Class,2016,Semi-Auto,31210,Diesel,200,47.9,3
39990,merc, S Class,2018,Automatic,25000,Diesel,150,52.3,2.9
28995,bmw, M4,2015,Semi-Auto,35000,Petrol,330,32.5,3
33995,bmw, 7 Series,2016,Semi-Auto,15143,Diesel,160,52.3,3
32000,ford, Mustang,2018,Automatic,5000,Petrol,145,23.5,5
25498,ford, Edge,2018,Semi-Auto,19364,Diesel,145,47.9,2
20248,merc, CLA Class,2016,Automatic,28916,Diesel,20,67.3,2.1
4490,ford, KA,2014,Manual,31423,Petrol,30,57.7,1.2
48482,bmw, X6,2017,Semi-Auto,19924,Petrol,145,25.4,4.4
8495,skoda, Rapid,2017,Semi-Auto,33558,Petrol,150,58.9,1.4
6450,toyota, Land Cruiser,2004,Automatic,143000,Diesel,325,27.2,3
3950,bmw, Z3,1997,Manual,49000,Petrol,270,35.3,1.9
24000,bmw, X4,2016,Automatic,25465,Diesel,200,47.9,3
12699,vw, Scirocco,2014,Semi-Auto,33705,Diesel,145,50.4,2
12240,vw, Beetle,2017,Manual,30446,Petrol,145,53.3,1.2
7999,vw, Beetle,2014,Manual,29699,Diesel,125,57.6,2
4995,bmw, 6 Series,2005,Automatic,84000,Petrol,305,24.6,4.4
7495,merc, SLK,2008,Automatic,58000,Petrol,330,29.7,3
5495,ford, KA,2016,Manual,22280,Petrol,30,57.7,1.2
18990,toyota, Prius,2018,Automatic,43078,Hybrid,135,94.1,1.8
22998,hyundi, I800,2019,Manual,2269,Diesel,145,31.7,2.5
50388,vw, Caravelle,2020,Automatic,5000,Diesel,145,34,2
35495,hyundi, Santa Fe,2019,Semi-Auto,25,Diesel,145,39.8,2.2
9999,vauxhall, Zafira Tourer,2016,Manual,32363,Petrol,200,42.2,1.4
14990,audi, A7,2013,Automatic,63000,Diesel,200,47.9,3
10800,skoda, Rapid,2017,Manual,22199,Petrol,30,57.7,1.2
28990,vw, Arteon,2020,Semi-Auto,115,Petrol,145,47.1,2
19289,ford, Galaxy,2017,Manual,28492,Diesel,145,56.5,2
15995,hyundi, Santa Fe,2016,Automatic,42812,Diesel,235,42.2,2.2
8000,skoda, Yeti,2013,Manual,59006,Diesel,205,47.1,2
13999,toyota, GT86,2016,Manual,19987,Petrol,260,36.2,2
49991,toyota, Supra,2019,Semi-Auto,1000,Petrol,145,34.5,3
14000,vw, CC,2017,Automatic,27000,Diesel,125,58.9,2
16990,merc, CLS Class,2014,Semi-Auto,42980,Diesel,145,54.3,2.1
32000,bmw, X4,2018,Semi-Auto,10920,Diesel,150,42.8,2
16130,vauxhall, Combo Life,2019,Automatic,826,Diesel,145,50.4,1.5
32990,bmw, 7 Series,2016,Semi-Auto,21224,Petrol,300,35.3,4.4
24895,merc, X-CLASS,2019,Automatic,12402,Diesel,260,35.8,2.3
29999,ford, Edge,2019,Semi-Auto,16192,Diesel,145,37.2,2
64999,bmw, X7,2020,Semi-Auto,4000,Diesel,145,33.6,3
7599,hyundi, IX35,2014,Manual,70352,Diesel,150,53.3,1.7
5995,merc, S Class,1999,Automatic,34000,Petrol,145,24.6,3.2
20431,vw, Arteon,2017,Semi-Auto,18392,Diesel,150,62.8,2
27498,vw, Arteon,2019,Manual,10,Diesel,145,52.3,2
16850,merc, CLA Class,2017,Automatic,20182,Diesel,150,67.3,2.1
47990,audi, A8,2019,Automatic,755,Diesel,145,39.2,3
21495,skoda, Kamiq,2020,Semi-Auto,2000,Diesel,145,52.3,1.6
7970,hyundi, IX20,2016,Manual,25969,Petrol,125,50.4,1.4
33900,hyundi, Santa Fe,2019,Automatic,1173,Diesel,145,39.2,2.2
5295,ford, KA,2015,Manual,36742,Petrol,30,57.7,1.2
32980,hyundi, Santa Fe,2019,Semi-Auto,2390,Diesel,145,39.2,2.2
17400,hyundi, Santa Fe,2017,Manual,28366,Diesel,150,47.1,2.2
9491,ford, Grand C-MAX,2016,Semi-Auto,37799,Diesel,30,58.9,1.5
39995,vw, Caravelle,2019,Semi-Auto,6565,Diesel,145,33.6,2
15700,ford, Edge,2017,Manual,62124,Diesel,160,48.7,2
9998,ford, Tourneo Connect,2015,Manual,88927,Diesel,30,64.2,1.5
15299,merc, M Class,2012,Automatic,54632,Diesel,200,44.8,2.1
12950,ford, Grand C-MAX,2017,Manual,14369,Diesel,150,64.2,1.5
8495,hyundi, IX20,2016,Manual,2542,Petrol,125,50.4,1.4
10998,ford, Grand C-MAX,2017,Manual,31399,Diesel,30,64.2,1.5
11000,ford, Grand C-MAX,2017,Manual,22235,Diesel,30,64.2,1.5
20000,hyundi, I800,2019,Automatic,804,Diesel,145,31.7,2.5
22000,ford, Edge,2017,Semi-Auto,14143,Diesel,150,47.9,2
26990,vw, Shuttle,2019,Semi-Auto,11542,Diesel,150,32.8,2
57995,audi, RS6,2017,Semi-Auto,34926,Petrol,325,29.4,4
24989,vw, Arteon,2019,Automatic,1413,Other,150,50.4,2
14995,vw, Scirocco,2017,Manual,24784,Diesel,20,67.3,2
16995,hyundi, Santa Fe,2016,Semi-Auto,30822,Diesel,235,42.8,2.2
16499,merc, GL Class,2015,Automatic,53789,Diesel,125,56.5,2.1
15985,vw, Amarok,2015,Manual,50114,Diesel,260,35.3,2
15299,merc, GL Class,2015,Automatic,41270,Diesel,20,62.8,2.1
9490,hyundi, IX20,2017,Manual,12836,Petrol,145,50.4,1.4
10800,merc, SLK,2012,Automatic,51703,Diesel,145,56.5,2.1
10495,ford, Grand C-MAX,2015,Semi-Auto,31221,Diesel,165,48.7,2
32149,hyundi, Santa Fe,2019,Semi-Auto,10000,Diesel,145,39.2,2.2
29998,vw, Arteon,2019,Semi-Auto,3000,Diesel,150,50.4,2
28950,vw, Tiguan Allspace,2019,Automatic,15856,Diesel,150,38.7,2
20353,vw, Scirocco,2018,Semi-Auto,23548,Petrol,145,44.1,2
20000,ford, Tourneo Custom,2018,Manual,13306,Diesel,145,32.5,2
22490,bmw, X4,2016,Automatic,57000,Diesel,205,47.1,3
22500,ford, Edge,2017,Semi-Auto,19552,Diesel,200,47.9,2
32990,vw, Tiguan Allspace,2019,Automatic,8963,Diesel,145,39.2,2
8199,skoda, Yeti,2014,Manual,32078,Petrol,160,46.3,1.2
18950,audi, A8,2015,Automatic,46558,Diesel,200,47.9,3
10500,skoda, Yeti,2017,Manual,36078,Diesel,30,62.8,2
3750,vauxhall, Zafira Tourer,2013,Manual,121349,Petrol,235,39.2,1.8
12200,toyota, Verso,2017,Manual,44896,Petrol,200,41.5,1.6
8940,hyundi, IX20,2017,Manual,12417,Petrol,125,50.4,1.4
13991,toyota, GT86,2015,Manual,38126,Petrol,260,36.2,2
9995,skoda, Yeti,2015,Manual,48870,Diesel,200,48.7,2
4199,ford, KA,2014,Manual,57533,Petrol,30,57.7,1.2
55450,audi, RS5,2019,Automatic,9108,Petrol,145,29.7,2.9
39792,bmw, M4,2018,Semi-Auto,8797,Petrol,145,34,3
18950,ford, Edge,2017,Manual,18968,Diesel,160,48.7,2
58988,bmw, X6,2019,Automatic,5000,Petrol,145,26.4,3
18499,skoda, Kamiq,2020,Manual,2046,Petrol,145,47.1,1.5
43999,merc, GLS Class,2018,Semi-Auto,8963,Diesel,145,37.2,3
25498,merc, S Class,2016,Semi-Auto,44072,Diesel,200,47.9,3
17495,merc, CLS Class,2017,Semi-Auto,65700,Diesel,125,57.7,2.1
11240,ford, Grand C-MAX,2017,Manual,12054,Petrol,30,54.3,1
22750,bmw, X4,2016,Automatic,24881,Diesel,145,54.3,2
11000,vw, Beetle,2015,Manual,37944,Diesel,145,55.4,2
23950,ford, Galaxy,2019,Automatic,600,Diesel,145,43.5,2
16291,vw, Scirocco,2017,Manual,25018,Petrol,145,47.1,2
13798,vauxhall, Combo Life,2019,Manual,10098,Diesel,145,53.3,1.5
22000,ford, Tourneo Custom,2017,Manual,32315,Diesel,145,44.1,2
24395,toyota, Prius,2019,Automatic,4092,Other,140,61.4,1.8
15498,toyota, Hilux,2016,Automatic,55883,Diesel,260,32.8,3
20891,ford, Puma,2020,Manual,3073,Petrol,145,50.4,1
21485,bmw, 6 Series,2016,Automatic,19411,Petrol,260,37.2,3
20499,skoda, Kamiq,2020,Semi-Auto,4000,Petrol,145,44.1,1.5
22000,ford, Puma,2019,Manual,578,Petrol,145,50.4,1
40990,audi, A8,2019,Automatic,5000,Diesel,145,50.4,3
14990,vw, Amarok,2014,Manual,60000,Diesel,260,35.3,2
37999,merc, GLS Class,2017,Semi-Auto,44555,Diesel,300,37.2,3
17490,merc, CLA Class,2016,Automatic,31959,Petrol,200,42.8,2
29000,audi, RS3,2016,Automatic,50796,Petrol,300,34.9,2.5
2095,ford, Fusion,2005,Manual,31000,Petrol,200,41.5,1.4
18700,toyota, Prius,2017,Automatic,39402,Hybrid,0,94.1,1.8
14799,hyundi, Santa Fe,2014,Automatic,51344,Diesel,260,41.5,2.2
17980,skoda, Scala,2020,Automatic,1000,Petrol,150,47.1,1
9995,toyota, Avensis,2016,Manual,61300,Diesel,20,67.3,1.6
7298,hyundi, IX35,2013,Manual,50998,Diesel,145,48.7,1.7
36999,vw, Amarok,2019,Automatic,1250,Diesel,260,33.6,3
24998,vw, Tiguan Allspace,2019,Manual,94,Petrol,150,36.2,1.5
16930,ford, Grand Tourneo Connect,2019,Manual,15297,Diesel,145,61.4,1.5
33990,bmw, Z4,2019,Semi-Auto,8810,Petrol,145,37.2,2
65990,audi, Q8,2019,Semi-Auto,10000,Diesel,150,32.8,3
12998,vw, Scirocco,2016,Manual,57362,Diesel,20,55.4,2
31498,ford, Mustang,2018,Automatic,6250,Petrol,145,23.5,5
13995,vauxhall, GTC,2018,Manual,9802,Petrol,145,47.1,1.4
73890,bmw, 8 Series,2019,Semi-Auto,3369,Petrol,150,26.7,4.4
43991,merc, V Class,2018,Semi-Auto,12572,Diesel,150,44.8,2.2
13200,ford, Grand Tourneo Connect,2015,Automatic,14079,Diesel,125,56.6,1.5
40495,ford, Mustang,2020,Semi-Auto,3200,Petrol,145,24.8,5
9795,ford, Grand C-MAX,2016,Manual,48154,Diesel,30,64.2,1.5
19995,skoda, Scala,2020,Semi-Auto,1000,Petrol,145,45.6,1.5
59995,bmw, M4,2020,Semi-Auto,5,Petrol,145,34,3
3950,bmw, Z3,1999,Manual,58000,Petrol,270,35.3,1.9
45450,vw, Caravelle,2020,Semi-Auto,15,Diesel,145,32.8,2
28000,ford, Galaxy,2019,Semi-Auto,14872,Diesel,145,46.3,2
19990,ford, Galaxy,2017,Manual,18000,Petrol,145,43.5,1.5
4800,ford, KA,2015,Manual,30938,Petrol,30,57.7,1.2
39985,audi, A7,2019,Automatic,5201,Diesel,145,38.7,3
15800,hyundi, I800,2018,Manual,33387,Diesel,150,31.7,2.5
72430,bmw, X7,2019,Semi-Auto,6391,Diesel,145,33.6,3
25450,audi, A7,2017,Semi-Auto,21134,Diesel,145,52.3,3
9301,vw, CC,2015,Manual,61119,Diesel,30,60.1,2
34890,bmw, Z4,2019,Semi-Auto,156,Petrol,145,38.7,2
22990,vw, Amarok,2018,Automatic,20811,Diesel,260,36.2,3
47000,bmw, 7 Series,2019,Semi-Auto,5113,Diesel,145,44.1,3
10995,skoda, Yeti,2013,Semi-Auto,29627,Diesel,240,43.5,2
2491,ford, Fusion,2009,Manual,86022,Petrol,205,43.5,1.4
44500,bmw, M4,2019,Semi-Auto,5644,Petrol,145,34,3
28999,vw, Shuttle,2020,Manual,1578,Diesel,145,37.2,2
19290,ford, Galaxy,2016,Semi-Auto,17136,Diesel,145,52.3,2
15995,skoda, Kamiq,2019,Manual,3160,Petrol,145,47.9,1
3850,vw, Beetle,2007,Manual,40000,Petrol,265,36.2,1.6
24250,toyota, Hilux,2019,Manual,12679,Diesel,265,40.4,2.4
13700,vw, Scirocco,2016,Manual,32546,Petrol,150,47.1,2
24998,merc, V Class,2018,Manual,23275,Diesel,145,46.3,2.1
13995,merc, CLS Class,2014,Automatic,48500,Diesel,145,54.3,2.1
8100,ford, KA,2016,Manual,6205,Petrol,30,57.7,1.2
36995,vw, Shuttle,2019,Semi-Auto,12316,Diesel,145,32.8,2
26394,toyota, Hilux,2019,Manual,13000,Diesel,260,40.4,2.4
36900,bmw, X4,2019,Semi-Auto,12855,Diesel,145,40.4,3
19298,merc, CLS Class,2015,Semi-Auto,40912,Diesel,125,57.7,2.1
8995,toyota, Verso,2013,Manual,30000,Diesel,125,57.6,2
46500,bmw, 7 Series,2019,Semi-Auto,6249,Diesel,145,42.2,3
41970,audi, RS5,2017,Semi-Auto,18630,Petrol,145,32.5,2.9
26995,toyota, Prius,2019,Automatic,12998,Hybrid,135,217.3,1.8
